!SIL 1.0	sil
monopolowych 1.0	m o n o p o l o* v I x
monopolowym 1.0	m o n o p o l o* v I m
monopolu 1.0	m o n o p o* l u
monotonii 1.0	m o n o t o* ni i
monotonii 1.0	m o n o t o* ni j i
monotonią 1.0	m o n o t o* ni j o m
monotonią 1.0	m o n o t o* ni j on
monotonią 1.0	m o n o t o* ni o m
monotonią 1.0	m o n o t o* ni on
monotonna 1.0	m o n o t o* n n a
monotonne 1.0	m o n o t o* n n e
monotonnego 1.0	m o n o t o n n e* g o
monotonny 1.0	m o n o t o* n n I
monrowia 1.0	m o n r o* v j a
monrowii 1.0	m o n r o* v i
monrowii 1.0	m o n r o* v j i
monsanto 1.0	m a n s a* n t o
monstrualna 1.0	m o n s t r u a* l n a
monstrualne 1.0	m o n s t r u a* l n e
monstrualni 1.0	m o n s t r u a* l ni i
monstrualnie 1.0	m o n s t r u a* l ni e
monstrualny 1.0	m o n s t r u a* l n I
monstrualnych 1.0	m o n s t r u a* l n I x
montaż 1.0	m o* n t a S
montaż 1.0	m o* n t a Z
montażowa 1.0	m o n t a Z o* v a
montażu 1.0	m o n t a* Z u
montażysta 1.0	m o n t a* Z I s t a
montażysty 1.0	m o n t a Z I* s t I
montażyści 1.0	m o n t a Z I* si tsi i
monterami 1.0	m o n t e r a* m i
monterzy 1.0	m o n t e* Z I
montewideo 1.0	m o n t e v i* d e o
montowali 1.0	m o n t o v a* l i
montowane 1.0	m o n t o v a* n e
montowania 1.0	m o n t o v a* ni a
montować 1.0	m o n t o* v a tsi
montowni 1.0	m o n t o* v ni i
montrealu 1.0	m o n t r e* a l u
montuje 1.0	m o n t u* j e
monumentalnej 1.0	m o n u m e n t a* l n e j
monumentalny 1.0	m o n u m e n t a* l n I
monumentalnych 1.0	m o n u m e n t a* l n I x
monumentu 1.0	m o n u m e* n t u
monza 1.0	m o* n z a
mopsa 1.0	m o* p s a
mopti 1.0	m o* p t i
moralizowaniem 1.0	m o r a l i z o v a* ni e m
moralizujący 1.0	m o r a l i z u j on* ts I
moraliów 1.0	m o r a* l j u f
moraliów 1.0	m o r a* l j u v
moralna 1.0	m o r a* l n a
moralne 1.0	m o r a* l n e
moralnego 1.0	m o r a l n e* g o
moralnej 1.0	m o r a* l n e j
moralni 1.0	m o r a* l ni i
moralnie 1.0	m o r a* l ni e
moralnopolitycznym 1.0	m o r a l n o p o l i t I* tS n I m
moralnoprawnych 1.0	m o r a l n o p r a* v n I x
moralnoprawnym 1.0	m o r a l n o p r a* v n I m
moralności 1.0	m o r a l n o* si tsi i
moralność 1.0	m o r a* l n o si tsi
moralny 1.0	m o r a* l n I
moralnych 1.0	m o r a* l n I x
moralnym 1.0	m o r a* l n I m
moralną 1.0	m o r a* l n o m
moralną 1.0	m o r a* l n on
morawy 1.0	m o r a* v I
morał 1.0	m o* r a w
morałów 1.0	m o r a* w u f
morałów 1.0	m o r a* w u v
mord 1.0	m o* r d
mord 1.0	m o* r t
mordami 1.0	m o r d a* m i
mordasewiczzubrzycka 1.0	m o r d a s e v i dZ z u b Z I* ts k a
mordasewiczzubrzycka 1.0	m o r d a s e v i tS z u b Z I* ts k a
morderca 1.0	m o r d e* r ts a
mordercom 1.0	m o r d e* r ts o m
mordercy 1.0	m o r d e* r ts I
mordercze 1.0	m o r d e* r tS e
morderczynię 1.0	m o r d e r tS I* ni e
morderczynię 1.0	m o r d e r tS I* ni en
morderczynię 1.0	m o r d e r tS I* ni j e
morderczynię 1.0	m o r d e r tS I* ni j en
mordercą 1.0	m o r d e* r ts o m
mordercą 1.0	m o r d e* r ts on
morderstw 1.0	m o* r d e r s t f
morderstwa 1.0	m o r d e* r s t f a
morderstwach 1.0	m o r d e* r s t f a x
mordowana 1.0	m o r d o v a* n a
mordowania 1.0	m o r d o v a* ni a
mordowanie 1.0	m o r d o v a* ni e
mordowaniem 1.0	m o r d o v a* ni e m
mordowaniu 1.0	m o r d o v a* ni u
mordować 1.0	m o r d o* v a tsi
mordował 1.0	m o r d o* v a w
mordowały 1.0	m o r d o v a* w I
mordowniami 1.0	m o r d o v ni i* a* m i
mordu 1.0	m o* r d u
morduje 1.0	m o r d u* j e
mordują 1.0	m o r d u* j o m
mordują 1.0	m o r d u* j on
mordy 1.0	m o* r d I
mordzie 1.0	m o* r dzi e
mordę 1.0	m o* r d e
mordę 1.0	m o* r d en
moreli 1.0	m o r e* l i
morenowe 1.0	m o r e n o* v e
morgan 1.0	m o* r g a n
morowego 1.0	m o r o v e* g o
morowym 1.0	m o r o* v I m
morska 1.0	m o* r s k a
morski 1.0	m o* r s k i
morskich 1.0	m o* r s k i x
morskie 1.0	m o* r s k j e
morskiego 1.0	m o r s k i* e* g o
morskiej 1.0	m o* r s k j e j
morską 1.0	m o* r s k o m
morską 1.0	m o* r s k on
morszczuka 1.0	m o r S tS u* k a
morsztyn 1.0	m o* r S t I n
morsztyna 1.0	m o r S t I* n a
morza 1.0	m o* Z a
morzach 1.0	m o* Z a x
morze 1.0	m o* Z e
morzem 1.0	m o* Z e m
morzu 1.0	m o* Z u
mosiądzu 1.0	m o si i* on* dz u
moskalom 1.0	m o s k a* l o m
moskiewskiego 1.0	m o s k j e f s k i* e* g o
moskiewskiego 1.0	m o s k j e v s k i* e* g o
moskita 1.0	m o s k i* t a
moskitach 1.0	m o s k i* t a x
moskity 1.0	m o s k i* t I
moskwa 1.0	m o* s k f a
moskwiczem 1.0	m o s k f i* tS e m
moskwie 1.0	m o* s k f j e
moskwy 1.0	m o* s k f I
moskwą 1.0	m o* s k f o m
moskwą 1.0	m o* s k f on
moskwę 1.0	m o* s k f e
moskwę 1.0	m o* s k f en
most 1.0	m o* s t
mostek 1.0	m o* s t e k
mostem 1.0	m o* s t e m
mostkiem 1.0	m o* s t k j e m
mostostal 1.0	m o s t o* s t a l
mostostalu 1.0	m o s t o s t a* l u
mostowskich 1.0	m o s t o* f s k i x
mostowskich 1.0	m o s t o* v s k i x
mostu 1.0	m o* s t u
mosty 1.0	m o* s t I
mostów 1.0	m o* s t u f
mostów 1.0	m o* s t u v
moszczenicy 1.0	m o S tS e ni i* ts I
moszczone 1.0	m o S tS o* n e
moszczą 1.0	m o* S tS o m
moszczą 1.0	m o* S tS on
motanie 1.0	m o t a* ni e
moto 1.0	m o* t o
motocykl 1.0	m o t o* ts I k l
motocyklami 1.0	m o t o ts I k l a* m i
motocykle 1.0	m o t o ts I* k l e
motocykli 1.0	m o t o ts I* k l i
motocyklisty 1.0	m o t o ts I k l i* s t I
motocyklistów 1.0	m o t o ts I k l i* s t u f
motocyklistów 1.0	m o t o ts I k l i* s t u v
motocykliści 1.0	m o t o ts I k l i* si tsi i
motor 1.0	m o* t o r
motoru 1.0	m o t o* r u
motoryzacja 1.0	m o t o r I z a* ts j a
motoryzacji 1.0	m o t o r I z a* ts i
motoryzacji 1.0	m o t o r I z a* ts j i
motoryzacyjne 1.0	m o t o r I z a ts I* j n e
motoryzacyjnego 1.0	m o t o r I z a ts I j n e* g o
motoryzacyjni 1.0	m o t o r I z a ts I* j ni i
motoryzacyjny 1.0	m o t o r I z a ts I* j n I
motoryzacyjnych 1.0	m o t o r I z a ts I* j n I x
mottem 1.0	m o* t e m
mottem 1.0	m o* t t e m
motto 1.0	m o* t o
motto 1.0	m o* t t o
motyk 1.0	m o* t I k
motykami 1.0	m o t I k a* m i
motyki 1.0	m o t I* k i
motyką 1.0	m o t I* k o m
motyką 1.0	m o t I* k on
motyle 1.0	m o t I* l e
motyw 1.0	m o* t I f
motyw 1.0	m o* t I v
motywacji 1.0	m o t I v a* ts i
motywacji 1.0	m o t I v a* ts j i
motywacją 1.0	m o t I v a* ts j o m
motywacją 1.0	m o t I v a* ts j on
motywację 1.0	m o t I v a* ts j e
motywację 1.0	m o t I v a* ts j en
motywacyjnego 1.0	m o t I v a ts I j n e* g o
motywacyjnych 1.0	m o t I v a ts I* j n I x
motywami 1.0	m o t I v a* m i
motywator 1.0	m o t I v a* t o r
motywem 1.0	m o t I* v e m
motywowała 1.0	m o t I v o v a* w a
motywy 1.0	m o t I* v I
motywów 1.0	m o t I* v u f
motywów 1.0	m o t I* v u v
motłoch 1.0	m o* t w o x
mowa 1.0	m o* v a
mowach 1.0	m o* v a x
mowi 1.0	m o* v i
mowie 1.0	m o* v j e
mowiąc 1.0	m o* v j o n ts
mowiąc 1.0	m o* v j on ts
mowił 1.0	m o* v i w
mowiła 1.0	m o v i* w a
mowy 1.0	m o* v I
mowę 1.0	m o* v e
mowę 1.0	m o* v en
mozaik 1.0	m o* z a i k
mozaik 1.0	m o* z a j i k
mozaikach 1.0	m o z a* i* k a x
mozaiki 1.0	m o z a* i* k i
mozolna 1.0	m o z o* l n a
mozolnie 1.0	m o z o* l ni e
mozołem 1.0	m o z o* w e m
mołdawianie 1.0	m o w d a v i* a* ni e
mołdawii 1.0	m o w d a* v i
mołdawii 1.0	m o w d a* v j i
mołdawskim 1.0	m o w d a* f s k i m
mołdawskim 1.0	m o w d a* v s k i m
mołotowa 1.0	m o w o t o* v a
mości 1.0	m o* si tsi i
mościcka 1.0	m o si tsi i* ts k a
moście 1.0	m o* si tsi e
moździerz 1.0	m o* zi dzi e S
moździerz 1.0	m o* zi dzi e Z
moździerzach 1.0	m o zi dzi i* e* Z a x
moździerzy 1.0	m o zi dzi i* e* Z I
może 1.0	m o* Z e
możecie 1.0	m o Z e* tsi e
możemy 1.0	m o Z e* m I
możesz 1.0	m o* Z e S
możliwa 1.0	m o Z l i* v a
możliwe 1.0	m o Z l i* v e
możliwego 1.0	m o Z l i v e* g o
możliwej 1.0	m o Z l i* v e j
możliwie 1.0	m o Z l i* v j e
możliwości 1.0	m o Z l i v o* si tsi i
możliwościom 1.0	m o Z l i v o* si tsi o m
możliwością 1.0	m o Z l i v o* si tsi o m
możliwością 1.0	m o Z l i v o* si tsi on
możliwość 1.0	m o Z l i* v o si tsi
możliwy 1.0	m o Z l i* v I
możliwych 1.0	m o Z l i* v I x
możliwym 1.0	m o Z l i* v I m
możliwymi 1.0	m o Z l i v I* m i
możliwą 1.0	m o Z l i* v o m
możliwą 1.0	m o Z l i* v on
można 1.0	m o* Z n a
możni 1.0	m o* Z ni i
możnowładców 1.0	m o Z n o v w a* d ts u f
możnowładców 1.0	m o Z n o v w a* d ts u v
możnowładców 1.0	m o Z n o v w a* t ts u f
możnowładców 1.0	m o Z n o v w a* t ts u v
możnowładztwa 1.0	m o Z n o v w a* dz t f a
możnowładztwa 1.0	m o Z n o v w a* ts t f a
możnowładztwo 1.0	m o Z n o v w a* dz t f o
możnowładztwo 1.0	m o Z n o v w a* ts t f o
możność 1.0	m o* Z n o si tsi
możnych 1.0	m o* Z n I x
mroczna 1.0	m r o* tS n a
mroczne 1.0	m r o* tS n e
mrocznego 1.0	m r o tS n e* g o
mrocznej 1.0	m r o* tS n e j
mrocznie 1.0	m r o* tS ni e
mroczny 1.0	m r o* tS n I
mrok 1.0	m r o* k
mroku 1.0	m r o* k u
mrowie 1.0	m r o* v j e
mrowią 1.0	m r o* v j o m
mrowią 1.0	m r o* v j on
mrowiło 1.0	m r o v i* w o
mrozem 1.0	m r o* z e m
mrozi 1.0	m r o* zi i
mrozie 1.0	m r o* zi e
mrozu 1.0	m r o* z u
mrozy 1.0	m r o* z I
mrozów 1.0	m r o* z u f
mrozów 1.0	m r o* z u v
mroźne 1.0	m r o* zi n e
mroźny 1.0	m r o* zi n I
mroźnym 1.0	m r o* zi n I m
mruczeniem 1.0	m r u tS e* ni e m
mruczy 1.0	m r u* tS I
mrugające 1.0	m r u g a j on* ts e
mrugał 1.0	m r u* g a w
mrugała 1.0	m r u g a* w a
mrużącego 1.0	m r u Z o n ts e* g o
mrużącego 1.0	m r u Z on ts e* g o
mrzonka 1.0	m Z o* n k a
mrówczym 1.0	m r u* f tS I m
mrówczym 1.0	m r u* v tS I m
mróweczek 1.0	m r u v e* tS e k
mrówek 1.0	m r u* v e k
mrówka 1.0	m r u* f k a
mrówka 1.0	m r u* v k a
mrówki 1.0	m r u* f k i
mrówki 1.0	m r u* v k i
mrówkojada 1.0	m r u f k o j a* d a
mrówkojada 1.0	m r u v k o j a* d a
mróz 1.0	m r u* s
mróz 1.0	m r u* z
mrągowa 1.0	m r o n g o* v a
mrągowa 1.0	m r on g o* v a
msza 1.0	m S a*
mszalny 1.0	m S a* l n I
mszary 1.0	m S a* r I
mszczonowie 1.0	m S tS o n o* v j e
mszy 1.0	m S I*
mszę 1.0	m S en*
mu 1.0	m u*
much 1.0	m u* x
muchami 1.0	m u x a* m i
muchy 1.0	m u* x I
muchę 1.0	m u* x e
muchę 1.0	m u* x en
mudżahedini 1.0	m u dZ a x e d i* ni i
muezina 1.0	m u e* zi i* n a
muffinek 1.0	m u f f i* n e k
muffinek 1.0	m u f i* n e k
mularzuk 1.0	m u l a* Z u k
mulatkami 1.0	m u l a t k a* m i
mule 1.0	m u* l e
multibank 1.0	m u l t i* b a n k
multimedialnych 1.0	m u l t i m e d i* a* l n I x
multipleksów 1.0	m u l t i p l e* k s u f
multipleksów 1.0	m u l t i p l e* k s u v
multiplikowanych 1.0	m u l t i p l i k o v a* n I x
multiwitaminowymi 1.0	m u l t i v i t a m i n o v I* m i
multum 1.0	m u* l t u m
mumii 1.0	m u* m i
mumii 1.0	m u* m j i
mundialem 1.0	m u n d i* a* l e m
mundialu 1.0	m u n d i* a* l u
mundurek 1.0	m u n d u* r e k
mundurka 1.0	m u n d u* r k a
mundurkom 1.0	m u n d u* r k o m
mundurowej 1.0	m u n d u r o* v e j
mundurowymi 1.0	m u n d u r o v I* m i
munduru 1.0	m u n d u* r u
mundury 1.0	m u n d u* r I
mundurze 1.0	m u n d u* Z e
mur 1.0	m u* r
murach 1.0	m u* r a x
mural 1.0	m u* r a l
murami 1.0	m u r a* m i
muranowie 1.0	m u r a n o* v j e
murarz 1.0	m u* r a S
murarz 1.0	m u* r a Z
murarzami 1.0	m u r a Z a* m i
murarzem 1.0	m u r a* Z e m
murawej 1.0	m u r a* v e j
murawie 1.0	m u r a* v j e
murawę 1.0	m u r a* v e
murawę 1.0	m u r a* v en
murem 1.0	m u* r e m
murowana 1.0	m u r o v a* n a
murowane 1.0	m u r o v a* n e
murowanych 1.0	m u r o v a* n I x
murowanymi 1.0	m u r o v a n I* m i
murowaną 1.0	m u r o v a* n o m
murowaną 1.0	m u r o v a* n on
muru 1.0	m u* r u
mury 1.0	m u* r I
murze 1.0	m u* Z e
murzyn 1.0	m u* Z I n
murzyni 1.0	m u Z I* ni i
murzynie 1.0	m u Z I* ni e
murzynów 1.0	m u Z I* n u f
murzynów 1.0	m u Z I* n u v
murzyńskie 1.0	m u Z I* ni s k j e
murów 1.0	m u* r u f
murów 1.0	m u* r u v
musi 1.0	m u* si i
musiał 1.0	m u* si a w
musiała 1.0	m u si i* a* w a
musiałaby 1.0	m u si i* a* w a b I
musiałam 1.0	m u si i* a* w a m
musiałby 1.0	m u si i* a* w b I
musiałbym 1.0	m u si i* a* w b I m
musiałbyś 1.0	m u si i* a* w b I si
musiałem 1.0	m u si i* a* w e m
musiało 1.0	m u si i* a* w o
musiałoby 1.0	m u si i* a* w o b I
musiały 1.0	m u si i* a* w I
musicie 1.0	m u si i* tsi e
musieli 1.0	m u si i* e* l i
musieliby 1.0	m u si i* e* l i b I
musieliśmy 1.0	m u si i* e* l i si m I
musimy 1.0	m u si i* m I
musisz 1.0	m u* si i S
musli 1.0	m u* s l i
musnął 1.0	m u* s n o w
musnął 1.0	m u* s n on w
musnąłem 1.0	m u s n on* w e m
mussolinim 1.0	m u s o l i* ni i m
mussolinim 1.0	m u s s o l i* ni i m
musze 1.0	m u* S e
muszelek 1.0	m u S e* l e k
muszelkę 1.0	m u S e* l k e
muszelkę 1.0	m u S e* l k en
muszkatołową 1.0	m u S k a t o w o* v o m
muszkatołową 1.0	m u S k a t o w o* v on
muszlach 1.0	m u* S l a x
muszlami 1.0	m u S l a* m i
musztardą 1.0	m u S t a* r d o m
musztardą 1.0	m u S t a* r d on
musztardę 1.0	m u S t a* r d e
musztardę 1.0	m u S t a* r d en
muszą 1.0	m u* S o m
muszą 1.0	m u* S on
muszę 1.0	m u* S e
muszę 1.0	m u* S en
mutantów 1.0	m u t a* n t u f
mutantów 1.0	m u t a* n t u v
mutar 1.0	m u* t a r
muzea 1.0	m u* z e a
muzeach 1.0	m u z e* a x
muzealne 1.0	m u z e a* l n e
muzealną 1.0	m u z e a* l n o m
muzealną 1.0	m u z e a* l n on
muzeum 1.0	m u* z e u m
muzeum 1.0	m u* z e w m
muzeów 1.0	m u z e* u f
muzeów 1.0	m u z e* u v
muzułmanami 1.0	m u z u w m a n a* m i
muzułmanie 1.0	m u z u w m a* ni e
muzułmanina 1.0	m u z u w m a ni i* n a
muzułmanki 1.0	m u z u w m a* n k i
muzułmanom 1.0	m u z u w m a* n o m
muzułmański 1.0	m u z u w m a* ni s k i
muzułmańskich 1.0	m u z u w m a* ni s k i x
muzułmańskie 1.0	m u z u w m a* ni s k j e
muzułmańskiego 1.0	m u z u w m a ni s k i* e* g o
muzułmańskiej 1.0	m u z u w m a* ni s k j e j
muzy 1.0	m u* z I
muzyce 1.0	m u z I* ts e
muzycy 1.0	m u z I* ts I
muzyczna 1.0	m u z I* tS n a
muzyczne 1.0	m u z I* tS n e
muzycznego 1.0	m u z I tS n e* g o
muzycznej 1.0	m u z I* tS n e j
muzycznych 1.0	m u z I* tS n I x
muzyczną 1.0	m u z I* tS n o m
muzyczną 1.0	m u z I* tS n on
muzyka 1.0	m u z I* k a
muzykalna 1.0	m u z I k a* l n a
muzykanty 1.0	m u z I k a* n t I
muzyki 1.0	m u z I* k i
muzykującej 1.0	m u z I k u j on* ts e j
muzyków 1.0	m u z I* k u f
muzyków 1.0	m u z I* k u v
muzyką 1.0	m u z I* k o m
muzyką 1.0	m u z I* k on
muzykę 1.0	m u z I* k e
muzykę 1.0	m u z I* k en
muzą 1.0	m u* z o m
muzą 1.0	m u* z on
mułu 1.0	m u* w u
muśnięcia 1.0	m u si ni i* en* tsi a
my 1.0	m I*
mych 1.0	m I* x
mycia 1.0	m I* tsi a
mycie 1.0	m I* tsi e
myciu 1.0	m I* tsi u
mydelniczce 1.0	m I d e l ni i* tS ts e
mydełek 1.0	m I d e* w e k
mydełko 1.0	m I d e* w k o
mydlenie 1.0	m I d l e* ni e
mydleniu 1.0	m I d l e* ni u
mydła 1.0	m I* d w a
mydło 1.0	m I* d w o
myjmy 1.0	m I* j m I
myli 1.0	m I* l i
mylić 1.0	m I* l i tsi
mylił 1.0	m I* l i w
myliła 1.0	m I l i* w a
myliłem 1.0	m I l i* w e m
mylny 1.0	m I* l n I
mylona 1.0	m I l o* n a
mylono 1.0	m I l o* n o
mylony 1.0	m I l o* n I
mylą 1.0	m I* l o m
mylą 1.0	m I* l on
mylę 1.0	m I* l e
mylę 1.0	m I* l en
myszki 1.0	m I* S k i
myszy 1.0	m I* S I
myta 1.0	m I* t a
myć 1.0	m I* tsi
myśl 1.0	m I* si l
myślach 1.0	m I* si l a x
myślano 1.0	m I si l a* n o
myślał 1.0	m I* si l a w
myślała 1.0	m I si l a* w a
myślałam 1.0	m I si l a* w a m
myślałem 1.0	m I si l a* w e m
myślałeś 1.0	m I si l a* w e si
myślało 1.0	m I si l a* w o
myśleli 1.0	m I si l e* l i
myśleliśmy 1.0	m I si l e* l i si m I
myślenia 1.0	m I si l e* ni a
myślenie 1.0	m I si l e* ni e
myśleć 1.0	m I* si l e tsi
myśli 1.0	m I* si l i
myśliciel 1.0	m I si l i* tsi e l
myśliciela 1.0	m I si l i tsi i* e* l a
myślimy 1.0	m I si l i* m I
myślisz 1.0	m I* si l i S
myśliwca 1.0	m I si l i* f ts a
myśliwca 1.0	m I si l i* v ts a
myśliwce 1.0	m I si l i* f ts e
myśliwce 1.0	m I si l i* v ts e
myśliwcowi 1.0	m I si l i f ts o* v i
myśliwcowi 1.0	m I si l i v ts o* v i
myśliwski 1.0	m I si l i* f s k i
myśliwski 1.0	m I si l i* v s k i
myśliwskiego 1.0	m I si l i f s k i* e* g o
myśliwskiego 1.0	m I si l i v s k i* e* g o
myśliwych 1.0	m I si l i* v I x
myślników 1.0	m I si l ni i* k u f
myślników 1.0	m I si l ni i* k u v
myślom 1.0	m I* si l o m
myślowe 1.0	m I si l o* v e
myślowego 1.0	m I si l o v e* g o
myślowy 1.0	m I si l o* v I
myślowych 1.0	m I si l o* v I x
myślowym 1.0	m I si l o* v I m
myślpojęcie 1.0	m I si l p o j en* tsi e
myślą 1.0	m I* si l o m
myślą 1.0	m I* si l on
myśląc 1.0	m I* si l o n ts
myśląc 1.0	m I* si l on ts
myślące 1.0	m I si l on* ts e
myślący 1.0	m I si l on* ts I
myślących 1.0	m I si l on* ts I x
myślącym 1.0	m I si l on* ts I m
myślącą 1.0	m I si l on* ts o m
myślącą 1.0	m I si l on* ts on
myślę 1.0	m I* si l e
myślę 1.0	m I* si l en
myśmy 1.0	m I* si m I
móc 1.0	m u* ts
mógł 1.0	m u* g
mógł 1.0	m u* g w
mógł 1.0	m u* k
mógłby 1.0	m u* g w b I
mógłbym 1.0	m u* g w b I m
mógłbyś 1.0	m u* g w b I si
mój 1.0	m u* j
mójoże 1.0	m u j o* Z e
mórz 1.0	m u* S
mórz 1.0	m u* Z
mów 1.0	m u* f
mów 1.0	m u* v
mówca 1.0	m u* f ts a
mówca 1.0	m u* v ts a
mówcie 1.0	m u* f tsi e
mówcie 1.0	m u* v tsi e
mówcy 1.0	m u* f ts I
mówcy 1.0	m u* v ts I
mówców 1.0	m u* f ts u f
mówców 1.0	m u* f ts u v
mówców 1.0	m u* v ts u f
mówców 1.0	m u* v ts u v
mówi 1.0	m u* v i
mówienia 1.0	m u v i* e* ni a
mówienie 1.0	m u v i* e* ni e
mówili 1.0	m u v i* l i
mówiliśmy 1.0	m u v i* l i si m I
mówimy 1.0	m u v i* m I
mówione 1.0	m u v i* o* n e
mówiono 1.0	m u v i* o* n o
mówisz 1.0	m u* v i S
mówią 1.0	m u* v j o m
mówią 1.0	m u* v j on
mówiąc 1.0	m u* v j o n ts
mówiąc 1.0	m u* v j on ts
mówiące 1.0	m u v i* on* ts e
mówiący 1.0	m u v i* on* ts I
mówić 1.0	m u* v i tsi
mówię 1.0	m u* v j e
mówię 1.0	m u* v j en
mówił 1.0	m u* v i w
mówiła 1.0	m u v i* w a
mówiłam 1.0	m u v i* w a m
mówiłem 1.0	m u v i* w e m
mówiłeś 1.0	m u v i* w e si
mówiło 1.0	m u v i* w o
mówiły 1.0	m u v i* w I
mównicy 1.0	m u v ni i* ts I
mównicę 1.0	m u v ni i* ts e
mównicę 1.0	m u v ni i* ts en
mózg 1.0	m u* z g
mózg 1.0	m u* z k
mózgach 1.0	m u* z g a x
mózgi 1.0	m u* z g i
mózgiem 1.0	m u* z g j e m
mózgowordzeniowych 1.0	m u z g o v o r dz e ni i* o* v I x
mózgowych 1.0	m u z g o* v I x
mózgu 1.0	m u* z g u
móżdżek 1.0	m u* Z dZ e k
mąci 1.0	m on* tsi i
mącznica 1.0	m o n tS ni i* ts a
mącznica 1.0	m on tS ni i* ts a
mączysty 1.0	m o n tS I* s t I
mączysty 1.0	m on tS I* s t I
mądra 1.0	m on* d r a
mądrale 1.0	m o n d r a* l e
mądrale 1.0	m on d r a* l e
mądre 1.0	m on* d r e
mądrości 1.0	m o n d r o* si tsi i
mądrości 1.0	m on d r o* si tsi i
mądrością 1.0	m o n d r o* si tsi o m
mądrością 1.0	m o n d r o* si tsi on
mądrością 1.0	m on d r o* si tsi o m
mądrością 1.0	m on d r o* si tsi on
mądrość 1.0	m on* d r o si tsi
mądry 1.0	m on* d r I
mądrymi 1.0	m o n d r I* m i
mądrymi 1.0	m on d r I* m i
mądrze 1.0	m on* d Z e
mądrzejsi 1.0	m o n d Z e* j si i
mądrzejsi 1.0	m on d Z e* j si i
mądrzy 1.0	m on* d Z I
mądrzyć 1.0	m on* d Z I tsi
mądzika 1.0	m o ni dzi i* k a
mądzika 1.0	m on dzi i* k a
mąki 1.0	m on* k i
mąkę 1.0	m on* k e
mąkę 1.0	m on* k en
mąż 1.0	m on* S
mąż 1.0	m on* Z
męczarniach 1.0	m e n tS a* r ni a x
męczarniach 1.0	m en tS a* r ni a x
męczarnią 1.0	m e n tS a* r ni j o m
męczarnią 1.0	m e n tS a* r ni j on
męczarnią 1.0	m e n tS a* r ni o m
męczarnią 1.0	m e n tS a* r ni on
męczarnią 1.0	m en tS a* r ni j o m
męczarnią 1.0	m en tS a* r ni j on
męczarnią 1.0	m en tS a* r ni o m
męczarnią 1.0	m en tS a* r ni on
męczennik 1.0	m e n tS e* n ni i k
męczennik 1.0	m e n tS e* ni ni i k
męczennik 1.0	m en tS e* n ni i k
męczennik 1.0	m en tS e* ni ni i k
męczeńskie 1.0	m e n tS e* ni s k j e
męczeńskie 1.0	m en tS e* ni s k j e
męczeństwa 1.0	m e n tS e* ni s t f a
męczeństwa 1.0	m en tS e* ni s t f a
męczone 1.0	m e n tS o* n e
męczone 1.0	m en tS o* n e
męczy 1.0	m en* tS I
męczyć 1.0	m en* tS I tsi
męczyła 1.0	m e n tS I* w a
męczyła 1.0	m en tS I* w a
męczyło 1.0	m e n tS I* w o
męczyło 1.0	m en tS I* w o
męczą 1.0	m en* tS o m
męczą 1.0	m en* tS on
męcząca 1.0	m e n tS on* ts a
męcząca 1.0	m en tS on* ts a
męczące 1.0	m e n tS on* ts e
męczące 1.0	m en tS on* ts e
męczącego 1.0	m e n tS o n ts e* g o
męczącego 1.0	m e n tS on ts e* g o
męczącego 1.0	m en tS o n ts e* g o
męczącego 1.0	m en tS on ts e* g o
męczącej 1.0	m e n tS on* ts e j
męczącej 1.0	m en tS on* ts e j
męczącym 1.0	m e n tS on* ts I m
męczącym 1.0	m en tS on* ts I m
męczącą 1.0	m e n tS on* ts o m
męczącą 1.0	m e n tS on* ts on
męczącą 1.0	m en tS on* ts o m
męczącą 1.0	m en tS on* ts on
mędrcem 1.0	m e n d r ts e m
mędrcem 1.0	m en d r ts e m
mędrcy 1.0	m e n d r ts I
mędrcy 1.0	m en d r ts I
mędrzec 1.0	m en* d Z e ts
męka 1.0	m en* k a
męki 1.0	m en* k i
mękę 1.0	m en* k e
mękę 1.0	m en* k en
męskich 1.0	m en* s k i x
męskie 1.0	m en* s k j e
męskiego 1.0	m e n s k i* e* g o
męskiego 1.0	m en s k i* e* g o
męskiej 1.0	m en* s k j e j
męskim 1.0	m en* s k i m
męstwa 1.0	m en* s t f a
męstwo 1.0	m en* s t f o
mętna 1.0	m en* t n a
mętne 1.0	m en* t n e
mętniactwo 1.0	m e n t ni i* a* ts t f o
mętniactwo 1.0	m en t ni i* a* ts t f o
męty 1.0	m en* t I
męża 1.0	m en* Z a
mężatką 1.0	m e n Z a* t k o m
mężatką 1.0	m e n Z a* t k on
mężatką 1.0	m en Z a* t k o m
mężatką 1.0	m en Z a* t k on
mężawtedy 1.0	m e n Z a f t e* d I
mężawtedy 1.0	m e n Z a v t e* d I
mężawtedy 1.0	m en Z a f t e* d I
mężawtedy 1.0	m en Z a v t e* d I
mężczyzn 1.0	m en* S tS I z n
mężczyzn 1.0	m en* Z tS I z n
mężczyzna 1.0	m e n S tS I* z n a
mężczyzna 1.0	m e n Z tS I* z n a
mężczyzna 1.0	m en S tS I* z n a
mężczyzna 1.0	m en Z tS I* z n a
mężczyznami 1.0	m e n S tS I z n a* m i
mężczyznami 1.0	m e n Z tS I z n a* m i
mężczyznami 1.0	m en S tS I z n a* m i
mężczyznami 1.0	m en Z tS I z n a* m i
mężczyznom 1.0	m e n S tS I* z n o m
mężczyznom 1.0	m e n Z tS I* z n o m
